Item Identifier,Item Weight,Fat Level,Item Visibility,Item Type,Item Price,Store Identifier,Store Established,Store Type,Item Sales
FDQ52,17,Low Fat,0.119285634,Frozen Foods,3.82,OUT013,1987,Supermarket Type1,298
FDQ52,17,Low Fat,0.120060274,Frozen Foods,3.8,OUT017,2007,Supermarket Type1,447
FDQ52,17,Low Fat,0.119871307,Frozen Foods,3.83,OUT018,2009,Supermarket Type2,621
FDQ52,,Low Fat,0.118806857,Frozen Foods,3.84,OUT027,1985,Supermarket Type3,671
FDQ52,17,Low Fat,0.119362409,Frozen Foods,3.85,OUT035,2004,Supermarket Type1,596
FDQ52,17,Low Fat,0.119570595,Frozen Foods,3.85,OUT049,1999,Supermarket Type1,423
FDQ55,13.65,Regular,0.013091186,Fruits and Vegetables,1.77,OUT018,2009,Supermarket Type2,165
FDQ55,,Regular,0.012974937,Fruits and Vegetables,1.79,OUT027,1985,Supermarket Type3,306
FDQ55,13.65,Regular,0.013035609,Fruits and Vegetables,1.77,OUT035,2004,Supermarket Type1,353
FDQ55,13.65,Regular,0.013064516,Fruits and Vegetables,1.78,OUT045,2002,Supermarket Type1,142
FDQ56,6.59,Low Fat,0.176748258,Fruits and Vegetables,1.28,OUT010,1998,Grocery Store,9
FDQ56,6.59,Low Fat,0.10550944,Fruits and Vegetables,1.32,OUT013,1987,Supermarket Type1,193
FDQ56,6.59,Low Fat,0.106027474,Fruits and Vegetables,1.3,OUT018,2009,Supermarket Type2,143
FDQ56,,Low Fat,0.105085956,Fruits and Vegetables,1.27,OUT027,1985,Supermarket Type3,370
FDQ56,6.59,Low Fat,0.105577348,Fruits and Vegetables,1.32,OUT035,2004,Supermarket Type1,193
FDQ56,6.59,Low Fat,0.105597316,Fruits and Vegetables,1.29,OUT046,1997,Supermarket Type1,135
FDQ56,6.59,Low Fat,0.105761491,Fruits and Vegetables,1.31,OUT049,1999,Supermarket Type1,168
FDQ57,,Low Fat,0.048932713,Snack Foods,2.23,OUT019,1985,Grocery Store,18
FDQ57,,Low Fat,0.027812304,Snack Foods,2.28,OUT027,1985,Supermarket Type3,372
FDQ57,7.275,Low Fat,0.027942357,Snack Foods,2.24,OUT035,2004,Supermarket Type1,179
FDQ57,7.275,Low Fat,0.027991093,Snack Foods,2.25,OUT049,1999,Supermarket Type1,389
FDQ58,7.315,Low Fat,0.015364173,Snack Foods,2.38,OUT018,2009,Supermarket Type2,455
FDQ58,,Low Fat,0,Snack Foods,2.38,OUT019,1985,Grocery Store,46
FDQ58,7.315,Low Fat,0,Snack Foods,2.37,OUT035,2004,Supermarket Type1,276
FDQ58,7.315,Low Fat,0.015332872,Snack Foods,2.38,OUT045,2002,Supermarket Type1,66
FDQ58,7.315,Low Fat,0.01530184,Snack Foods,2.38,OUT046,1997,Supermarket Type1,146
FDQ58,7.315,Low Fat,0.01532563,Snack Foods,2.37,OUT049,1999,Supermarket Type1,49
FDQ59,9.8,Regular,0.056339618,Breads,1.3,OUT013,1987,Supermarket Type1,78
FDQ59,,Regular,0,Breads,1.31,OUT027,1985,Supermarket Type3,308
FDQ59,9.8,Regular,0.056375879,Breads,1.31,OUT035,2004,Supermarket Type1,103
FDQ59,9.8,Regular,0.056500895,Breads,1.33,OUT045,2002,Supermarket Type1,189
FDQ59,9.8,Regular,0.056386541,Breads,1.31,OUT046,1997,Supermarket Type1,52
FDQ60,,Regular,0.191500528,Baking Goods,1.87,OUT019,1985,Grocery Store,16
FDR01,5.405,Regular,0.053576661,Others,3.09,OUT013,1987,Supermarket Type1,244
FDR01,5.405,Regular,0.053924587,Others,3.06,OUT017,2007,Supermarket Type1,447
FDR01,5.405,Regular,0.053839714,Others,3.06,OUT018,2009,Supermarket Type2,244
FDR01,,Regular,0.093883945,Others,3.09,OUT019,1985,Grocery Store,41
FDR01,,Regular,0.05336162,Others,3.09,OUT027,1985,Supermarket Type3,630
FDR01,5.405,Regular,0.053611144,Others,3.05,OUT035,2004,Supermarket Type1,82
FDR01,5.405,Regular,0.053730029,Others,3.07,OUT045,2002,Supermarket Type1,488
FDR02,16.7,Low Fat,0.036933417,Dairy,1.69,OUT010,1998,Grocery Store,23
FDR02,16.7,Low Fat,0.022047313,Dairy,1.7,OUT013,1987,Supermarket Type1,189
FDR02,16.7,LF,0.022190488,Dairy,1.75,OUT017,2007,Supermarket Type1,334
FDR02,16.7,LF,0.022155562,Dairy,1.69,OUT018,2009,Supermarket Type2,101
FDR02,16.7,Low Fat,0.022110425,Dairy,1.71,OUT045,2002,Supermarket Type1,356
FDR02,16.7,Low Fat,0.022065676,Dairy,1.71,OUT046,1997,Supermarket Type1,156
FDR02,16.7,Low Fat,0.022099982,Dairy,1.7,OUT049,1999,Supermarket Type1,134
FDR03,15.7,Regular,0.00878535,Meat,3.16,OUT017,2007,Supermarket Type1,548
FDR03,15.7,Regular,0.008734284,Meat,3.21,OUT035,2004,Supermarket Type1,316
FDR04,7.075,Low Fat,0.03777249,Frozen Foods,1.51,OUT010,1998,Grocery Store,30
FDR04,7.075,Low Fat,0.022548195,Frozen Foods,1.48,OUT013,1987,Supermarket Type1,59
FDR04,7.075,Low Fat,0.022694623,Frozen Foods,1.53,OUT017,2007,Supermarket Type1,253
FDR04,7.075,Low Fat,0,Frozen Foods,1.51,OUT018,2009,Supermarket Type2,88
FDR04,,Low Fat,0.022457694,Frozen Foods,1.52,OUT027,1985,Supermarket Type3,243
FDR04,7.075,Low Fat,0.022612742,Frozen Foods,1.5,OUT045,2002,Supermarket Type1,195
FDR04,7.075,Low Fat,0.022566975,Frozen Foods,1.5,OUT046,1997,Supermarket Type1,127
FDR04,7.075,Low Fat,0.022602061,Frozen Foods,1.52,OUT049,1999,Supermarket Type1,146
FDR07,21.35,Low Fat,0.130127365,Fruits and Vegetables,1.49,OUT010,1998,Grocery Store,19
FDR07,21.35,Low Fat,0.078060605,Fruits and Vegetables,1.48,OUT018,2009,Supermarket Type2,39
FDR07,,Low Fat,0.136119549,Fruits and Vegetables,1.45,OUT019,1985,Grocery Store,19
FDR07,,Low Fat,0.077367431,Fruits and Vegetables,1.5,OUT027,1985,Supermarket Type3,181
FDR08,18.7,Low Fat,0.037835765,Fruits and Vegetables,1.72,OUT017,2007,Supermarket Type1,234
FDR08,,Low Fat,0.065872936,Fruits and Vegetables,1.75,OUT019,1985,Grocery Store,12
FDR08,18.7,Low Fat,0.03761584,Fruits and Vegetables,1.69,OUT035,2004,Supermarket Type1,189
FDR08,18.7,Low Fat,0.037699254,Fruits and Vegetables,1.7,OUT045,2002,Supermarket Type1,223
FDR08,18.7,Low Fat,0.037622954,Fruits and Vegetables,1.71,OUT046,1997,Supermarket Type1,134
FDR08,18.7,Low Fat,0.037681448,Fruits and Vegetables,1.72,OUT049,1999,Supermarket Type1,23
FDR09,18.25,Low Fat,0.130095044,Snack Foods,3.97,OUT010,1998,Grocery Store,69
FDR09,18.25,Low Fat,0.077659918,Snack Foods,4.01,OUT013,1987,Supermarket Type1,129
FDR09,18.25,Low Fat,0.078041216,Snack Foods,3.99,OUT018,2009,Supermarket Type2,354
FDR09,,Low Fat,0.077348214,Snack Foods,4.01,OUT027,1985,Supermarket Type3,994
FDR09,18.25,Low Fat,0.077709902,Snack Foods,4,OUT035,2004,Supermarket Type1,674
FDR09,18.25,Low Fat,0.077882226,Snack Foods,3.98,OUT045,2002,Supermarket Type1,129
FDR09,18.25,Low Fat,0.07784544,Snack Foods,4.02,OUT049,1999,Supermarket Type1,482
FDR10,17.6,Low Fat,0.016804724,Snack Foods,2.52,OUT010,1998,Grocery Store,70
FDR10,17.6,Low Fat,0.010031539,Snack Foods,2.49,OUT013,1987,Supermarket Type1,186
FDR10,17.6,LF,0.010096684,Snack Foods,2.48,OUT017,2007,Supermarket Type1,270
FDR10,17.6,Low Fat,0.010037996,Snack Foods,2.52,OUT035,2004,Supermarket Type1,321
FDR10,17.6,Low Fat,0.010055503,Snack Foods,2.53,OUT049,1999,Supermarket Type1,186
FDR11,10.5,Regular,0.142419608,Breads,2.49,OUT013,1987,Supermarket Type1,181
FDR11,10.5,Regular,0.142511272,Breads,2.45,OUT035,2004,Supermarket Type1,230
FDR11,10.5,Regular,0.142827296,Breads,2.46,OUT045,2002,Supermarket Type1,311
FDR11,10.5,Regular,0.142759833,Breads,2.46,OUT049,1999,Supermarket Type1,311
FDR12,12.6,Regular,0.03150851,Baking Goods,2.63,OUT013,1987,Supermarket Type1,404
FDR12,12.6,Regular,0.031713126,Baking Goods,2.66,OUT017,2007,Supermarket Type1,111
FDR12,12.6,Regular,0.031663212,Baking Goods,2.67,OUT018,2009,Supermarket Type2,111
FDR12,,Regular,0.055213281,Baking Goods,2.66,OUT019,1985,Grocery Store,76
FDR12,,Regular,0.031382044,Baking Goods,2.64,OUT027,1985,Supermarket Type3,330
FDR12,12.6,Regular,0.031598706,Baking Goods,2.67,OUT045,2002,Supermarket Type1,239
FDR13,9.895,Regular,0.028696932,Others,1.81,OUT013,1987,Supermarket Type1,84
FDR13,9.895,Regular,0.028837829,Others,1.82,OUT018,2009,Supermarket Type2,154
FDR13,9.895,Regular,0.028765486,Others,1.78,OUT049,1999,Supermarket Type1,131
FDR14,11.65,Low Fat,0.173904193,Dairy,0.81,OUT013,1987,Supermarket Type1,27
FDR14,11.65,Low Fat,0.175033524,Dairy,0.86,OUT017,2007,Supermarket Type1,65
FDR14,,Low Fat,0.304737387,Dairy,0.85,OUT019,1985,Grocery Store,11
FDR14,,Low Fat,0.173206192,Dairy,0.83,OUT027,1985,Supermarket Type3,108
FDR14,11.65,Low Fat,0.174049032,Dairy,0.82,OUT046,1997,Supermarket Type1,65
FDR15,9.3,Regular,0.03362713,Meat,2.41,OUT017,2007,Supermarket Type1,64
FDR15,,Regular,0.058545606,Meat,2.4,OUT019,1985,Grocery Store,32
FDR15,,Regular,0.033276066,Meat,2.37,OUT027,1985,Supermarket Type3,380
FDR15,9.3,Regular,0.033431669,Meat,2.36,OUT035,2004,Supermarket Type1,475
FDR15,9.3,Regular,0.033505804,Meat,2.37,OUT045,2002,Supermarket Type1,254
FDR15,9.3,Regular,0.033437991,Meat,2.36,OUT046,1997,Supermarket Type1,238
FDR15,9.3,reg,0.033489979,Meat,2.42,OUT049,1999,Supermarket Type1,128
FDR16,5.845,Regular,0.105445801,Frozen Foods,3.31,OUT018,2009,Supermarket Type2,153
FDR16,5.845,Regular,0.104998144,Frozen Foods,3.29,OUT035,2004,Supermarket Type1,742
FDR16,5.845,Regular,0.105181277,Frozen Foods,3.31,OUT049,1999,Supermarket Type1,546
FDR19,13.5,Regular,0.159587755,Fruits and Vegetables,2.24,OUT013,1987,Supermarket Type1,74
FDR19,13.5,Regular,0.160624116,Fruits and Vegetables,2.27,OUT017,2007,Supermarket Type1,283
FDR19,,Regular,0.158947217,Fruits and Vegetables,2.25,OUT027,1985,Supermarket Type3,610
FDR19,13.5,Regular,0.160044589,Fruits and Vegetables,2.24,OUT045,2002,Supermarket Type1,357
FDR19,13.5,Regular,0.159720671,Fruits and Vegetables,2.28,OUT046,1997,Supermarket Type1,417
FDR19,13.5,Regular,0.159968994,Fruits and Vegetables,2.28,OUT049,1999,Supermarket Type1,164
FDR20,20,Regular,0,Fruits and Vegetables,0.72,OUT010,1998,Grocery Store,5
FDR20,20,Regular,0.028282832,Fruits and Vegetables,0.72,OUT017,2007,Supermarket Type1,111
FDR20,20,Regular,0.028238317,Fruits and Vegetables,0.72,OUT018,2009,Supermarket Type2,19
FDR20,20,Regular,0.028118435,Fruits and Vegetables,0.73,OUT035,2004,Supermarket Type1,125
FDR20,20,Regular,0.028180789,Fruits and Vegetables,0.73,OUT045,2002,Supermarket Type1,93
FDR20,20,Regular,0.028167478,Fruits and Vegetables,0.71,OUT049,1999,Supermarket Type1,47
FDR21,19.7,Low Fat,0.112036236,Snack Foods,2.7,OUT010,1998,Grocery Store,116
FDR21,19.7,LF,0.066879757,Snack Foods,2.69,OUT013,1987,Supermarket Type1,193
FDR21,19.7,Low Fat,0.067314073,Snack Foods,2.7,OUT017,2007,Supermarket Type1,344
FDR21,,Low Fat,0.066611321,Snack Foods,2.75,OUT027,1985,Supermarket Type3,451
FDR21,19.7,Low Fat,0.066922802,Snack Foods,2.7,OUT035,2004,Supermarket Type1,365
FDR21,19.7,Low Fat,0.066935459,Snack Foods,2.74,OUT046,1997,Supermarket Type1,386
FDR21,19.7,Low Fat,0.067039526,Snack Foods,2.75,OUT049,1999,Supermarket Type1,173
FDR22,19.35,Regular,0.031069993,Snack Foods,1.73,OUT010,1998,Grocery Store,26
FDR22,19.35,Regular,0.018667601,Snack Foods,1.74,OUT017,2007,Supermarket Type1,319
FDR22,19.35,Regular,0.01863822,Snack Foods,1.7,OUT018,2009,Supermarket Type2,184
FDR22,,Regular,0.018472714,Snack Foods,1.7,OUT027,1985,Supermarket Type3,575
FDR22,19.35,Regular,0.018600249,Snack Foods,1.7,OUT045,2002,Supermarket Type1,319
FDR22,19.35,Regular,0.018562604,Snack Foods,1.71,OUT046,1997,Supermarket Type1,171
FDR22,19.35,Regular,0.018591464,Snack Foods,1.74,OUT049,1999,Supermarket Type1,148
FDR23,15.85,Low Fat,0.13689554,Breads,2.72,OUT010,1998,Grocery Store,53
FDR23,15.85,Low Fat,0.081719458,Breads,2.75,OUT013,1987,Supermarket Type1,265
FDR23,15.85,Low Fat,0,Breads,2.7,OUT017,2007,Supermarket Type1,283
FDR23,15.85,Low Fat,0.082120687,Breads,2.74,OUT018,2009,Supermarket Type2,565
FDR23,,Low Fat,0.143199389,Breads,2.71,OUT019,1985,Grocery Store,36
FDR23,,Low Fat,0.08139146,Breads,2.74,OUT027,1985,Supermarket Type3,636
FDR23,15.85,Low Fat,0.081953387,Breads,2.72,OUT045,2002,Supermarket Type1,265
FDR23,15.85,Low Fat,0.081914677,Breads,2.74,OUT049,1999,Supermarket Type1,336
FDR24,17.35,Regular,0.062799379,Baking Goods,1.36,OUT013,1987,Supermarket Type1,60
FDR24,17.35,Regular,0.063207198,Baking Goods,1.38,OUT017,2007,Supermarket Type1,141
FDR24,,Regular,0.062547321,Baking Goods,1.37,OUT027,1985,Supermarket Type3,229
FDR24,17.35,Regular,0.062839798,Baking Goods,1.4,OUT035,2004,Supermarket Type1,189
FDR24,17.35,Regular,0.062979148,Baking Goods,1.36,OUT045,2002,Supermarket Type1,189
FDR25,17,Regular,0.140311123,Others,4.1,OUT017,2007,Supermarket Type1,270
FDR25,17,Regular,0.140090284,Others,4.09,OUT018,2009,Supermarket Type2,649
FDR25,,Regular,0.138846289,Others,4.07,OUT027,1985,Supermarket Type3,136
FDR25,17,Regular,0.139804885,Others,4.1,OUT045,2002,Supermarket Type1,406
FDR25,17,Regular,0.139521931,Others,4.12,OUT046,1997,Supermarket Type1,514
FDR26,20.7,Low Fat,0.071699984,Dairy,2.74,OUT010,1998,Grocery Store,54
FDR26,20.7,Low Fat,0.04280113,Dairy,2.75,OUT013,1987,Supermarket Type1,248
FDR26,20.7,Low Fat,0.04307908,Dairy,2.74,OUT017,2007,Supermarket Type1,124
FDR26,20.7,Low Fat,0.043011277,Dairy,2.73,OUT018,2009,Supermarket Type2,337
FDR26,20.7,Low Fat,0.042923652,Dairy,2.75,OUT045,2002,Supermarket Type1,107
FDR26,20.7,Low Fat,0.042836778,Dairy,2.71,OUT046,1997,Supermarket Type1,160
FDR27,15.1,Regular,0.160852421,Meat,2.03,OUT010,1998,Grocery Store,41
FDR27,15.1,Regular,0.096020459,Meat,2.07,OUT013,1987,Supermarket Type1,244
FDR27,15.1,Regular,0.096644015,Meat,2.04,OUT017,2007,Supermarket Type1,311
FDR27,15.1,Regular,0.096491904,Meat,2.08,OUT018,2009,Supermarket Type2,190
FDR27,,Regular,0.095635061,Meat,2.02,OUT027,1985,Supermarket Type3,311
FDR27,15.1,Regular,0.096295326,Meat,2.06,OUT045,2002,Supermarket Type1,149
FDR27,15.1,Regular,0.096249842,Meat,2.08,OUT049,1999,Supermarket Type1,216
FDR28,13.85,Regular,0.026042966,Frozen Foods,2.49,OUT017,2007,Supermarket Type1,184
FDR28,13.85,reg,0.026001976,Frozen Foods,2.49,OUT018,2009,Supermarket Type2,184
FDR28,13.85,Regular,0.025891588,Frozen Foods,2.55,OUT035,2004,Supermarket Type1,300
FDR28,13.85,Regular,0.025896485,Frozen Foods,2.55,OUT046,1997,Supermarket Type1,416
FDR28,13.85,Regular,0.025936747,Frozen Foods,2.54,OUT049,1999,Supermarket Type1,266
FDR31,6.46,Regular,0.049121972,Fruits and Vegetables,2.23,OUT013,1987,Supermarket Type1,298
FDR31,,Regular,0.086077865,Fruits and Vegetables,2.22,OUT019,1985,Grocery Store,31
FDR31,,Regular,0.048924811,Fruits and Vegetables,2.28,OUT027,1985,Supermarket Type3,327
FDR31,6.46,Regular,0.049162885,Fruits and Vegetables,2.27,OUT046,1997,Supermarket Type1,194
FDR31,6.46,Regular,0.04923932,Fruits and Vegetables,2.23,OUT049,1999,Supermarket Type1,447
FDR32,6.78,Regular,0.08573655,Fruits and Vegetables,3.54,OUT013,1987,Supermarket Type1,350
FDR32,,Regular,0.150238656,Fruits and Vegetables,3.54,OUT019,1985,Grocery Store,23
FDR32,,Regular,0.085392428,Fruits and Vegetables,3.5,OUT027,1985,Supermarket Type3,629
FDR32,6.78,Regular,0.085981978,Fruits and Vegetables,3.52,OUT045,2002,Supermarket Type1,560
FDR32,6.78,Regular,0,Fruits and Vegetables,3.51,OUT046,1997,Supermarket Type1,326
FDR32,6.78,Regular,0,Fruits and Vegetables,3.51,OUT049,1999,Supermarket Type1,373
FDR33,7.31,Low Fat,0.026940466,Snack Foods,1.68,OUT017,2007,Supermarket Type1,255
FDR33,,Low Fat,0.04690397,Snack Foods,1.71,OUT019,1985,Grocery Store,77
FDR33,7.31,Low Fat,0.026783871,Snack Foods,1.67,OUT035,2004,Supermarket Type1,121
FDR33,7.31,Low Fat,0.026843265,Snack Foods,1.7,OUT045,2002,Supermarket Type1,133
FDR33,7.31,Low Fat,0.026788937,Snack Foods,1.7,OUT046,1997,Supermarket Type1,351
FDR33,7.31,Low Fat,0.026830586,Snack Foods,1.67,OUT049,1999,Supermarket Type1,230
FDR34,17,Regular,0.016055615,Snack Foods,3.52,OUT017,2007,Supermarket Type1,894
FDR34,17,Regular,0.016030344,Snack Foods,3.52,OUT018,2009,Supermarket Type2,299
FDR34,17,Regular,0.015997687,Snack Foods,3.53,OUT045,2002,Supermarket Type1,497
FDR34,17,Regular,0.015965308,Snack Foods,3.54,OUT046,1997,Supermarket Type1,522
FDR34,17,Regular,0.01599013,Snack Foods,3.53,OUT049,1999,Supermarket Type1,472
FDR35,12.5,Low Fat,0.020680499,Breads,3.04,OUT013,1987,Supermarket Type1,259
FDR35,12.5,Low Fat,0.020782036,Breads,3.06,OUT018,2009,Supermarket Type2,259
FDR35,,Low Fat,0.020597493,Breads,3.09,OUT027,1985,Supermarket Type3,896
FDR35,12.5,Low Fat,0.020693809,Breads,3.07,OUT035,2004,Supermarket Type1,438
FDR35,12.5,Low Fat,0.020739698,Breads,3.07,OUT045,2002,Supermarket Type1,100
FDR35,12.5,Low Fat,0.020697723,Breads,3.07,OUT046,1997,Supermarket Type1,578
FDR35,12.5,Low Fat,0.020729902,Breads,3.04,OUT049,1999,Supermarket Type1,379
FDR36,6.715,Regular,0.203510667,Baking Goods,0.64,OUT010,1998,Grocery Store,33
FDR36,6.715,Regular,0.121485195,Baking Goods,0.62,OUT013,1987,Supermarket Type1,69
FDR36,6.715,reg,0.122274118,Baking Goods,0.63,OUT017,2007,Supermarket Type1,99
FDR36,6.715,Regular,0.121563385,Baking Goods,0.68,OUT035,2004,Supermarket Type1,65
FDR36,6.715,Regular,0.121832956,Baking Goods,0.68,OUT045,2002,Supermarket Type1,99
FDR37,16.5,Regular,0.110888167,Breakfast,2.8,OUT010,1998,Grocery Store,112
FDR37,16.5,Regular,0.06619442,Breakfast,2.85,OUT013,1987,Supermarket Type1,317
FDR37,,Regular,0.065928735,Breakfast,2.82,OUT027,1985,Supermarket Type3,837
FDR37,16.5,Regular,0.066237024,Breakfast,2.83,OUT035,2004,Supermarket Type1,652
FDR37,16.5,Regular,0.066383907,Breakfast,2.78,OUT045,2002,Supermarket Type1,223
FDR37,16.5,Regular,0.066249551,Breakfast,2.83,OUT046,1997,Supermarket Type1,205
FDR37,16.5,Regular,0.066352552,Breakfast,2.8,OUT049,1999,Supermarket Type1,428
FDR39,20.35,Low Fat,0.084273286,Meat,2.8,OUT017,2007,Supermarket Type1,402
FDR39,20.35,Low Fat,0.083799283,Meat,2.84,OUT046,1997,Supermarket Type1,219
FDR39,20.35,LF,0.083929569,Meat,2.81,OUT049,1999,Supermarket Type1,493
FDR40,9.1,Regular,0.008027701,Frozen Foods,1.25,OUT013,1987,Supermarket Type1,231
FDR40,,Regular,0.00799548,Frozen Foods,1.21,OUT027,1985,Supermarket Type3,231
FDR40,9.1,Regular,0.008046878,Frozen Foods,1.22,OUT049,1999,Supermarket Type1,42
FDR43,18.2,Low Fat,0.270300331,Fruits and Vegetables,0.6,OUT010,1998,Grocery Store,11
FDR43,18.2,Low Fat,0.161355122,Fruits and Vegetables,0.6,OUT013,1987,Supermarket Type1,59
FDR43,18.2,Low Fat,0.162147349,Fruits and Vegetables,0.59,OUT018,2009,Supermarket Type2,55
FDR43,,Low Fat,0.160707489,Fruits and Vegetables,0.59,OUT027,1985,Supermarket Type3,132
FDR43,18.2,Low Fat,0.161458973,Fruits and Vegetables,0.59,OUT035,2004,Supermarket Type1,26
FDR43,18.2,Low Fat,0.161817014,Fruits and Vegetables,0.59,OUT045,2002,Supermarket Type1,22
FDR43,18.2,Low Fat,0.161489509,Fruits and Vegetables,0.58,OUT046,1997,Supermarket Type1,37
FDR43,18.2,Low Fat,0.161740582,Fruits and Vegetables,0.6,OUT049,1999,Supermarket Type1,81
FDR44,6.11,Regular,0,Fruits and Vegetables,2.03,OUT010,1998,Grocery Store,28
FDR44,6.11,Regular,0.103503049,Fruits and Vegetables,2,OUT017,2007,Supermarket Type1,120
FDR44,6.11,Regular,0.103340142,Fruits and Vegetables,2.03,OUT018,2009,Supermarket Type2,94
FDR44,,Regular,0.102422487,Fruits and Vegetables,2.03,OUT027,1985,Supermarket Type3,160
FDR44,6.11,Regular,0.102901425,Fruits and Vegetables,1.98,OUT035,2004,Supermarket Type1,147
FDR44,6.11,reg,0.103129612,Fruits and Vegetables,2,OUT045,2002,Supermarket Type1,240
FDR44,6.11,Regular,0.102920886,Fruits and Vegetables,2.01,OUT046,1997,Supermarket Type1,360
FDR44,6.11,Regular,0.103080901,Fruits and Vegetables,2.03,OUT049,1999,Supermarket Type1,200
FDR45,10.8,Low Fat,0.029107004,Snack Foods,3.71,OUT017,2007,Supermarket Type1,504
FDR45,,Low Fat,0,Snack Foods,3.71,OUT027,1985,Supermarket Type3,431
FDR45,10.8,Low Fat,0.029001987,Snack Foods,3.68,OUT045,2002,Supermarket Type1,952
FDR45,10.8,Low Fat,0.028988288,Snack Foods,3.69,OUT049,1999,Supermarket Type1,741
FDR46,16.85,Low Fat,0.233356571,Snack Foods,2.26,OUT010,1998,Grocery Store,57
FDR46,16.85,Low Fat,0.139301634,Snack Foods,2.24,OUT013,1987,Supermarket Type1,370
FDR46,16.85,Low Fat,0,Snack Foods,2.25,OUT017,2007,Supermarket Type1,264
FDR46,16.85,Low Fat,0.139985583,Snack Foods,2.24,OUT018,2009,Supermarket Type2,330
FDR46,,Low Fat,0.244102315,Snack Foods,2.29,OUT019,1985,Grocery Store,19
FDR46,,Low Fat,0.138742518,Snack Foods,2.28,OUT027,1985,Supermarket Type3,447
FDR46,16.85,Low Fat,0.139700397,Snack Foods,2.28,OUT045,2002,Supermarket Type1,330
FDR46,16.85,Low Fat,0.139417654,Snack Foods,2.28,OUT046,1997,Supermarket Type1,389
FDR47,17.85,LF,0,Breads,3.03,OUT010,1998,Grocery Store,59
FDR47,17.85,Low Fat,0.087963415,Breads,2.98,OUT017,2007,Supermarket Type1,430
FDR47,17.85,Low Fat,0.087824967,Breads,3.02,OUT018,2009,Supermarket Type2,176
FDR47,,Low Fat,0.087045086,Breads,3.04,OUT027,1985,Supermarket Type3,625
FDR47,17.85,Low Fat,0.087604647,Breads,3.04,OUT049,1999,Supermarket Type1,157
FDR48,11.65,Low Fat,0.220111117,Baking Goods,2.36,OUT010,1998,Grocery Store,56
FDR48,11.65,Low Fat,0.131394793,Baking Goods,2.34,OUT013,1987,Supermarket Type1,193
FDR48,11.65,Low Fat,0.132248069,Baking Goods,2.32,OUT017,2007,Supermarket Type1,369
FDR48,11.65,Low Fat,0,Baking Goods,2.31,OUT018,2009,Supermarket Type2,183
FDR48,,Low Fat,0.130867413,Baking Goods,2.33,OUT027,1985,Supermarket Type3,509
FDR48,11.65,LF,0,Baking Goods,2.36,OUT035,2004,Supermarket Type1,31
FDR48,11.65,Low Fat,0.131770922,Baking Goods,2.33,OUT045,2002,Supermarket Type1,176
FDR48,11.65,LF,0.131708682,Baking Goods,2.35,OUT049,1999,Supermarket Type1,176
FDR49,8.71,Low Fat,0.233039817,Others,0.77,OUT010,1998,Grocery Store,10
FDR49,8.71,Low Fat,0,Others,0.72,OUT013,1987,Supermarket Type1,58
FDR49,8.71,Low Fat,0.139795569,Others,0.73,OUT018,2009,Supermarket Type2,92
FDR49,8.71,Low Fat,0.139202085,Others,0.72,OUT035,2004,Supermarket Type1,39
FDR49,8.71,Low Fat,0.139228412,Others,0.77,OUT046,1997,Supermarket Type1,120
FDR51,9.035,Regular,0.174450933,Meat,2.33,OUT017,2007,Supermarket Type1,276
FDR51,9.035,Regular,0.17417636,Meat,2.3,OUT018,2009,Supermarket Type2,231
FDR51,,Regular,0.172629683,Meat,2.29,OUT027,1985,Supermarket Type3,385
FDR51,9.035,Regular,0.173821519,Meat,2.34,OUT045,2002,Supermarket Type1,246
FDR52,12.65,Regular,0.127283051,Frozen Foods,2.96,OUT010,1998,Grocery Store,40
FDR52,12.65,Regular,0.075981306,Frozen Foods,2.97,OUT013,1987,Supermarket Type1,196
FDR52,12.65,Regular,0.076474728,Frozen Foods,2.96,OUT017,2007,Supermarket Type1,117
FDR52,12.65,Regular,0.076354362,Frozen Foods,2.96,OUT018,2009,Supermarket Type2,117
FDR52,,Regular,0.133144259,Frozen Foods,2.94,OUT019,1985,Grocery Store,20
FDR52,,Regular,0.075676339,Frozen Foods,2.94,OUT027,1985,Supermarket Type3,897
FDR52,12.65,Regular,0.07603021,Frozen Foods,2.92,OUT035,2004,Supermarket Type1,410
FDR52,12.65,Regular,0.076198809,Frozen Foods,2.95,OUT045,2002,Supermarket Type1,273
FDR55,12.15,Regular,0.131973625,Fruits and Vegetables,2.9,OUT013,1987,Supermarket Type1,251
FDR55,12.15,reg,0.13283066,Fruits and Vegetables,2.94,OUT017,2007,Supermarket Type1,232
FDR55,12.15,Regular,0.132621594,Fruits and Vegetables,2.93,OUT018,2009,Supermarket Type2,387
FDR55,,Regular,0.131443921,Fruits and Vegetables,2.92,OUT027,1985,Supermarket Type3,541
FDR55,12.15,reg,0.132058566,Fruits and Vegetables,2.89,OUT035,2004,Supermarket Type1,444
FDR55,12.15,Regular,0.132351411,Fruits and Vegetables,2.94,OUT045,2002,Supermarket Type1,290
FDR55,12.15,Regular,0.132083542,Fruits and Vegetables,2.92,OUT046,1997,Supermarket Type1,348
FDR56,15.5,Regular,0.101335811,Fruits and Vegetables,3.03,OUT017,2007,Supermarket Type1,342
FDR56,15.5,Regular,0.101176316,Fruits and Vegetables,3.07,OUT018,2009,Supermarket Type2,482
FDR56,,Regular,0.100277876,Fruits and Vegetables,3.04,OUT027,1985,Supermarket Type3,724
